fnlwgt,education-num,age,capitalgain,capitalloss,hoursperweek,education,workclass,marital-status,occupation,relationship,race,sex,native-country,class
190762.0,2.0,3.0,0.0,0.0,2.0,4.0,3.0,3.0,7.0,1.0,5.0,2.0,24.0,1.0
96467.0,13.0,1.0,0.0,0.0,2.0,10.0,3.0,5.0,10.0,2.0,5.0,1.0,37.0,1.0
220589.0,9.0,2.0,0.0,0.0,2.0,12.0,3.0,1.0,4.0,5.0,5.0,1.0,37.0,1.0
91145.0,9.0,1.0,0.0,0.0,3.0,12.0,3.0,5.0,6.0,5.0,5.0,2.0,37.0,1.0
163127.0,11.0,1.0,0.0,0.0,1.0,9.0,3.0,3.0,1.0,6.0,5.0,1.0,37.0,1.0
105813.0,9.0,2.0,0.0,0.0,2.0,12.0,3.0,3.0,3.0,1.0,5.0,2.0,37.0,1.0
296798.0,7.0,2.0,0.0,1.0,2.0,2.0,1.0,5.0,13.0,2.0,5.0,2.0,37.0,1.0
92178.0,6.0,4.0,0.0,0.0,2.0,1.0,3.0,3.0,7.0,1.0,5.0,2.0,37.0,1.0
221955.0,3.0,0.0,0.0,0.0,2.0,5.0,3.0,4.0,5.0,3.0,5.0,2.0,24.0,1.0
288825.0,9.0,1.0,0.0,4.0,4.0,12.0,3.0,1.0,3.0,2.0,5.0,2.0,37.0,1.0
169188.0,9.0,0.0,0.0,0.0,0.0,12.0,3.0,5.0,4.0,4.0,5.0,1.0,37.0,1.0
200515.0,10.0,1.0,0.0,0.0,2.0,16.0,3.0,3.0,7.0,1.0,5.0,2.0,37.0,1.0
238611.0,4.0,4.0,0.0,0.0,2.0,6.0,3.0,7.0,8.0,5.0,3.0,1.0,37.0,1.0
217994.0,10.0,4.0,0.0,0.0,2.0,16.0,1.0,1.0,4.0,5.0,5.0,1.0,37.0,1.0
32897.0,9.0,1.0,0.0,0.0,1.0,12.0,3.0,1.0,8.0,2.0,5.0,1.0,37.0,1.0
187119.0,13.0,1.0,0.0,3.0,4.0,10.0,3.0,1.0,12.0,2.0,5.0,1.0,37.0,1.0
307638.0,9.0,2.0,0.0,0.0,2.0,12.0,3.0,1.0,1.0,4.0,5.0,1.0,37.0,1.0
277647.0,9.0,2.0,0.0,0.0,1.0,12.0,5.0,3.0,4.0,1.0,5.0,2.0,37.0,1.0
213427.0,9.0,0.0,0.0,0.0,2.0,12.0,3.0,5.0,1.0,2.0,5.0,2.0,37.0,1.0
358056.0,7.0,3.0,0.0,0.0,2.0,2.0,3.0,1.0,8.0,5.0,5.0,1.0,37.0,1.0
404599.0,9.0,2.0,0.0,0.0,2.0,12.0,1.0,1.0,1.0,5.0,3.0,1.0,37.0,1.0
241185.0,9.0,0.0,0.0,0.0,2.0,12.0,3.0,5.0,1.0,2.0,5.0,1.0,37.0,1.0
174056.0,4.0,4.0,0.0,0.0,2.0,6.0,3.0,3.0,7.0,1.0,5.0,2.0,37.0,1.0
35595.0,13.0,1.0,0.0,0.0,2.0,10.0,3.0,5.0,1.0,2.0,5.0,2.0,37.0,1.0
266926.0,10.0,0.0,0.0,0.0,2.0,16.0,3.0,3.0,6.0,1.0,5.0,2.0,37.0,1.0
159768.0,9.0,1.0,1.0,0.0,2.0,12.0,3.0,5.0,7.0,2.0,5.0,2.0,7.0,1.0
336969.0,13.0,1.0,0.0,0.0,1.0,10.0,2.0,3.0,10.0,1.0,5.0,2.0,8.0,1.0
148294.0,10.0,0.0,0.0,0.0,2.0,16.0,3.0,5.0,8.0,4.0,5.0,2.0,37.0,1.0
291374.0,9.0,1.0,0.0,0.0,2.0,12.0,3.0,5.0,1.0,5.0,3.0,1.0,37.0,1.0
185885.0,10.0,1.0,0.0,0.0,0.0,16.0,1.0,5.0,1.0,5.0,5.0,1.0,37.0,1.0
230891.0,10.0,0.0,0.0,0.0,2.0,16.0,3.0,5.0,12.0,2.0,5.0,2.0,37.0,1.0
34292.0,10.0,1.0,0.0,0.0,3.0,16.0,3.0,5.0,1.0,2.0,5.0,2.0,37.0,1.0
253354.0,14.0,1.0,0.0,0.0,3.0,13.0,6.0,3.0,10.0,1.0,5.0,2.0,37.0,1.0
509364.0,9.0,1.0,0.0,0.0,2.0,12.0,3.0,3.0,3.0,1.0,5.0,2.0,37.0,1.0
208395.0,14.0,4.0,0.0,0.0,3.0,13.0,3.0,1.0,10.0,2.0,5.0,2.0,37.0,1.0
347934.0,9.0,2.0,0.0,0.0,1.0,12.0,3.0,5.0,8.0,2.0,5.0,1.0,37.0,1.0
176796.0,9.0,4.0,0.0,0.0,2.0,12.0,3.0,1.0,1.0,2.0,5.0,1.0,37.0,1.0
361280.0,13.0,0.0,0.0,0.0,0.0,10.0,5.0,5.0,10.0,4.0,2.0,2.0,17.0,1.0
196025.0,16.0,1.0,0.0,0.0,3.0,11.0,3.0,4.0,10.0,2.0,2.0,2.0,3.0,1.0
180195.0,9.0,3.0,0.0,0.0,3.0,12.0,4.0,3.0,12.0,1.0,5.0,2.0,37.0,1.0
426017.0,7.0,1.0,0.0,0.0,0.0,2.0,3.0,5.0,8.0,4.0,5.0,1.0,37.0,1.0
130304.0,9.0,1.0,0.0,1.0,3.0,12.0,3.0,3.0,10.0,1.0,5.0,2.0,37.0,1.0
98155.0,10.0,0.0,0.0,0.0,2.0,16.0,3.0,5.0,14.0,5.0,5.0,2.0,37.0,1.0
176813.0,12.0,3.0,0.0,0.0,3.0,8.0,2.0,3.0,10.0,1.0,5.0,2.0,37.0,1.0
121471.0,13.0,0.0,0.0,0.0,2.0,10.0,3.0,5.0,1.0,2.0,5.0,1.0,37.0,1.0
159322.0,9.0,1.0,0.0,0.0,2.0,12.0,3.0,5.0,6.0,3.0,5.0,2.0,37.0,1.0
146181.0,5.0,3.0,0.0,0.0,2.0,7.0,2.0,3.0,14.0,1.0,3.0,2.0,37.0,1.0
164663.0,9.0,2.0,0.0,0.0,2.0,12.0,3.0,3.0,14.0,1.0,5.0,2.0,37.0,1.0
52590.0,9.0,3.0,0.0,0.0,2.0,12.0,2.0,7.0,11.0,2.0,3.0,2.0,37.0,1.0
195411.0,9.0,0.0,0.0,0.0,2.0,12.0,3.0,5.0,1.0,5.0,3.0,1.0,37.0,1.0
260960.0,13.0,2.0,0.0,0.0,3.0,10.0,6.0,3.0,10.0,1.0,5.0,2.0,37.0,1.0
200863.0,10.0,2.0,0.0,0.0,2.0,16.0,3.0,7.0,3.0,5.0,5.0,2.0,37.0,1.0
125279.0,9.0,1.0,0.0,0.0,2.0,12.0,3.0,4.0,12.0,5.0,5.0,2.0,37.0,1.0
181265.0,10.0,2.0,0.0,0.0,3.0,16.0,3.0,3.0,3.0,1.0,5.0,2.0,37.0,1.0
189832.0,12.0,0.0,0.0,0.0,2.0,8.0,3.0,5.0,14.0,5.0,5.0,1.0,37.0,1.0
244147.0,9.0,1.0,0.0,0.0,3.0,12.0,3.0,1.0,3.0,5.0,5.0,2.0,37.0,1.0
119578.0,13.0,2.0,0.0,0.0,0.0,10.0,6.0,5.0,10.0,5.0,5.0,1.0,37.0,1.0
197286.0,5.0,4.0,0.0,0.0,2.0,7.0,3.0,3.0,3.0,1.0,5.0,2.0,37.0,1.0
123785.0,9.0,2.0,0.0,0.0,4.0,12.0,3.0,5.0,8.0,2.0,5.0,2.0,37.0,1.0
80467.0,9.0,4.0,0.0,0.0,1.0,12.0,5.0,1.0,8.0,4.0,5.0,1.0,37.0,1.0
209392.0,9.0,2.0,0.0,0.0,1.0,12.0,3.0,1.0,11.0,2.0,3.0,2.0,37.0,1.0
190487.0,9.0,3.0,0.0,0.0,1.0,12.0,3.0,1.0,9.0,5.0,5.0,1.0,7.0,1.0
29904.0,13.0,1.0,0.0,0.0,2.0,10.0,3.0,5.0,13.0,2.0,5.0,1.0,37.0,1.0
110145.0,9.0,1.0,0.0,0.0,2.0,12.0,3.0,3.0,1.0,1.0,5.0,2.0,37.0,1.0
167816.0,9.0,0.0,0.0,0.0,1.0,12.0,2.0,1.0,4.0,2.0,5.0,1.0,37.0,1.0
202729.0,9.0,1.0,0.0,0.0,2.0,12.0,2.0,3.0,11.0,1.0,5.0,2.0,37.0,1.0
335973.0,9.0,3.0,0.0,0.0,2.0,12.0,3.0,1.0,1.0,5.0,5.0,1.0,37.0,1.0
31339.0,9.0,3.0,0.0,0.0,2.0,12.0,3.0,3.0,3.0,1.0,5.0,2.0,37.0,1.0
122346.0,9.0,0.0,0.0,0.0,2.0,12.0,3.0,1.0,3.0,2.0,5.0,2.0,37.0,1.0
270577.0,9.0,1.0,0.0,0.0,2.0,12.0,3.0,6.0,1.0,5.0,5.0,1.0,37.0,1.0
218188.0,9.0,2.0,0.0,0.0,1.0,12.0,3.0,1.0,7.0,3.0,5.0,1.0,37.0,1.0
220384.0,7.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,1.0,4.0,5.0,2.0,37.0,1.0
173806.0,14.0,1.0,2.0,0.0,3.0,13.0,3.0,5.0,10.0,2.0,5.0,2.0,37.0,1.0
355756.0,10.0,2.0,0.0,0.0,2.0,16.0,6.0,5.0,10.0,2.0,5.0,2.0,37.0,1.0
114158.0,11.0,1.0,0.0,0.0,1.0,9.0,3.0,5.0,1.0,4.0,5.0,1.0,37.0,1.0
262042.0,9.0,1.0,0.0,1.0,2.0,12.0,2.0,1.0,1.0,4.0,5.0,1.0,37.0,1.0
65278.0,16.0,1.0,0.0,0.0,2.0,11.0,5.0,3.0,4.0,1.0,5.0,2.0,37.0,1.0
253866.0,13.0,4.0,0.0,0.0,1.0,10.0,3.0,3.0,12.0,1.0,5.0,2.0,37.0,1.0
163027.0,9.0,3.0,0.0,0.0,3.0,12.0,3.0,1.0,3.0,5.0,5.0,1.0,37.0,1.0
75742.0,9.0,2.0,0.0,0.0,2.0,12.0,3.0,3.0,7.0,1.0,5.0,2.0,37.0,1.0
596776.0,10.0,0.0,0.0,0.0,2.0,16.0,2.0,5.0,1.0,4.0,5.0,2.0,13.0,1.0
220537.0,9.0,3.0,0.0,0.0,2.0,12.0,3.0,1.0,7.0,2.0,5.0,1.0,37.0,1.0
192712.0,9.0,2.0,0.0,0.0,2.0,12.0,3.0,5.0,1.0,3.0,5.0,1.0,37.0,1.0
186785.0,9.0,3.0,0.0,2.0,3.0,12.0,3.0,5.0,12.0,2.0,5.0,2.0,37.0,1.0
166459.0,11.0,3.0,0.0,0.0,2.0,9.0,4.0,3.0,4.0,1.0,5.0,2.0,37.0,1.0
54826.0,11.0,4.0,0.0,0.0,0.0,9.0,2.0,7.0,10.0,2.0,5.0,1.0,37.0,1.0
267408.0,9.0,4.0,0.0,0.0,0.0,12.0,3.0,7.0,12.0,3.0,5.0,1.0,37.0,1.0
179488.0,10.0,2.0,0.0,2.0,2.0,16.0,3.0,1.0,3.0,2.0,5.0,2.0,37.0,1.0
204205.0,4.0,2.0,0.0,0.0,3.0,6.0,3.0,1.0,7.0,2.0,5.0,2.0,37.0,1.0
282202.0,9.0,0.0,0.0,0.0,2.0,12.0,3.0,5.0,8.0,5.0,5.0,2.0,8.0,1.0
162034.0,13.0,3.0,0.0,0.0,4.0,10.0,3.0,3.0,12.0,1.0,5.0,2.0,37.0,1.0
201729.0,5.0,0.0,0.0,0.0,1.0,7.0,3.0,5.0,6.0,3.0,5.0,2.0,37.0,1.0
144064.0,13.0,1.0,0.0,0.0,3.0,10.0,3.0,3.0,4.0,1.0,5.0,2.0,37.0,1.0
308296.0,9.0,2.0,0.0,0.0,0.0,12.0,3.0,3.0,14.0,6.0,5.0,1.0,37.0,1.0
200973.0,9.0,0.0,0.0,0.0,2.0,12.0,3.0,5.0,1.0,4.0,5.0,1.0,37.0,1.0
243871.0,10.0,1.0,0.0,0.0,2.0,16.0,4.0,5.0,1.0,4.0,5.0,1.0,37.0,1.0
246652.0,10.0,0.0,0.0,0.0,2.0,16.0,3.0,5.0,12.0,4.0,5.0,1.0,37.0,1.0
34446.0,10.0,0.0,0.0,0.0,2.0,16.0,3.0,5.0,13.0,2.0,5.0,1.0,37.0,1.0
267086.0,11.0,2.0,0.0,0.0,3.0,9.0,3.0,1.0,13.0,5.0,5.0,1.0,37.0,1.0
130731.0,9.0,4.0,0.0,0.0,1.0,12.0,5.0,7.0,1.0,2.0,5.0,1.0,37.0,1.0
20109.0,10.0,2.0,0.0,0.0,4.0,16.0,3.0,1.0,6.0,2.0,1.0,1.0,37.0,1.0
216010.0,12.0,0.0,0.0,0.0,2.0,8.0,3.0,3.0,1.0,6.0,5.0,1.0,37.0,1.0
48099.0,13.0,1.0,0.0,0.0,2.0,10.0,1.0,5.0,4.0,2.0,5.0,1.0,37.0,1.0
31782.0,6.0,4.0,0.0,0.0,2.0,1.0,3.0,3.0,12.0,1.0,5.0,2.0,37.0,1.0
175339.0,9.0,3.0,0.0,2.0,3.0,12.0,4.0,3.0,3.0,1.0,5.0,2.0,37.0,1.0
85129.0,9.0,3.0,0.0,0.0,2.0,12.0,3.0,1.0,8.0,2.0,2.0,1.0,37.0,1.0
228424.0,9.0,0.0,0.0,0.0,2.0,12.0,3.0,5.0,6.0,3.0,3.0,2.0,37.0,1.0
45857.0,9.0,2.0,0.0,0.0,1.0,12.0,3.0,1.0,1.0,2.0,5.0,1.0,37.0,1.0
290286.0,9.0,1.0,0.0,0.0,2.0,12.0,3.0,5.0,3.0,2.0,3.0,2.0,37.0,1.0
229523.0,9.0,1.0,0.0,0.0,3.0,12.0,3.0,3.0,7.0,6.0,5.0,1.0,37.0,1.0
103110.0,16.0,2.0,0.0,0.0,2.0,11.0,3.0,5.0,10.0,2.0,5.0,2.0,9.0,1.0
376240.0,9.0,0.0,0.0,0.0,2.0,12.0,3.0,5.0,7.0,4.0,5.0,2.0,37.0,1.0
100219.0,12.0,1.0,0.0,0.0,2.0,8.0,3.0,5.0,7.0,5.0,5.0,2.0,37.0,1.0
124744.0,10.0,4.0,0.0,0.0,0.0,16.0,3.0,3.0,10.0,3.0,5.0,2.0,37.0,1.0
121523.0,7.0,1.0,0.0,0.0,3.0,2.0,3.0,3.0,14.0,1.0,5.0,2.0,37.0,1.0
185732.0,9.0,1.0,0.0,0.0,1.0,12.0,3.0,5.0,8.0,4.0,5.0,1.0,37.0,1.0
339772.0,9.0,2.0,0.0,0.0,2.0,12.0,2.0,6.0,4.0,2.0,3.0,2.0,37.0,1.0
22966.0,10.0,0.0,0.0,0.0,0.0,16.0,6.0,4.0,13.0,5.0,5.0,2.0,37.0,1.0
170525.0,10.0,2.0,0.0,0.0,2.0,16.0,6.0,5.0,1.0,2.0,5.0,1.0,37.0,1.0
230875.0,7.0,0.0,0.0,0.0,2.0,2.0,3.0,5.0,1.0,2.0,5.0,2.0,37.0,1.0
186009.0,10.0,3.0,0.0,0.0,2.0,16.0,2.0,1.0,1.0,5.0,5.0,1.0,24.0,1.0
131776.0,14.0,1.0,0.0,0.0,2.0,13.0,2.0,5.0,1.0,2.0,5.0,1.0,37.0,1.0
197202.0,9.0,2.0,0.0,0.0,2.0,12.0,3.0,3.0,8.0,1.0,3.0,2.0,37.0,1.0
116934.0,10.0,0.0,0.0,0.0,2.0,16.0,3.0,6.0,12.0,5.0,5.0,1.0,37.0,1.0
363405.0,9.0,3.0,0.0,0.0,2.0,12.0,3.0,6.0,1.0,3.0,5.0,1.0,37.0,1.0
182074.0,9.0,1.0,0.0,0.0,1.0,12.0,3.0,1.0,6.0,4.0,5.0,2.0,37.0,1.0
214617.0,10.0,0.0,0.0,0.0,0.0,16.0,3.0,5.0,12.0,4.0,5.0,2.0,37.0,1.0
353396.0,13.0,2.0,0.0,0.0,2.0,10.0,3.0,3.0,10.0,1.0,5.0,2.0,37.0,1.0
314177.0,9.0,1.0,0.0,0.0,2.0,12.0,3.0,5.0,12.0,2.0,3.0,2.0,37.0,1.0
218343.0,9.0,0.0,0.0,0.0,1.0,12.0,3.0,5.0,8.0,4.0,5.0,1.0,37.0,1.0
83045.0,5.0,4.0,0.0,0.0,2.0,7.0,3.0,3.0,7.0,1.0,5.0,2.0,37.0,1.0
135162.0,10.0,1.0,0.0,0.0,3.0,16.0,3.0,3.0,3.0,1.0,5.0,2.0,37.0,1.0
255454.0,13.0,2.0,0.0,0.0,2.0,10.0,2.0,6.0,10.0,5.0,3.0,2.0,37.0,1.0
321171.0,9.0,4.0,0.0,0.0,2.0,12.0,5.0,3.0,6.0,1.0,5.0,2.0,37.0,1.0
206565.0,10.0,2.0,0.0,0.0,2.0,16.0,3.0,5.0,3.0,2.0,3.0,2.0,37.0,1.0
222800.0,13.0,0.0,0.0,0.0,2.0,10.0,2.0,5.0,10.0,2.0,5.0,2.0,37.0,1.0
99179.0,7.0,2.0,0.0,0.0,2.0,2.0,3.0,7.0,1.0,5.0,5.0,1.0,37.0,1.0
181139.0,10.0,3.0,0.0,0.0,2.0,16.0,3.0,5.0,5.0,2.0,5.0,2.0,37.0,1.0
143653.0,9.0,1.0,0.0,0.0,1.0,12.0,3.0,3.0,3.0,1.0,5.0,2.0,37.0,1.0
158156.0,9.0,1.0,0.0,0.0,2.0,12.0,3.0,5.0,8.0,2.0,5.0,1.0,37.0,1.0
191073.0,9.0,0.0,0.0,0.0,2.0,12.0,1.0,5.0,2.0,4.0,5.0,2.0,37.0,1.0
35309.0,13.0,2.0,0.0,0.0,2.0,10.0,3.0,3.0,4.0,1.0,5.0,2.0,37.0,1.0
102076.0,9.0,3.0,0.0,0.0,1.0,12.0,2.0,1.0,1.0,5.0,5.0,1.0,37.0,1.0
91842.0,10.0,0.0,0.0,0.0,2.0,16.0,3.0,5.0,12.0,2.0,5.0,1.0,37.0,1.0
282631.0,9.0,0.0,0.0,0.0,2.0,12.0,5.0,3.0,3.0,1.0,5.0,2.0,37.0,1.0
181546.0,10.0,0.0,0.0,0.0,2.0,16.0,3.0,5.0,1.0,4.0,5.0,1.0,37.0,1.0
76612.0,9.0,3.0,0.0,0.0,3.0,12.0,3.0,3.0,10.0,1.0,5.0,2.0,37.0,1.0
34918.0,13.0,0.0,0.0,0.0,0.0,10.0,3.0,5.0,10.0,2.0,5.0,1.0,11.0,1.0
220098.0,9.0,0.0,0.0,0.0,1.0,12.0,3.0,5.0,8.0,4.0,5.0,2.0,37.0,1.0
434710.0,10.0,0.0,0.0,0.0,0.0,16.0,3.0,5.0,12.0,2.0,5.0,1.0,37.0,1.0
201217.0,9.0,3.0,0.0,0.0,2.0,12.0,3.0,1.0,10.0,2.0,5.0,1.0,37.0,1.0
446839.0,9.0,0.0,0.0,0.0,1.0,12.0,3.0,5.0,12.0,2.0,5.0,2.0,37.0,1.0
325596.0,10.0,0.0,0.0,0.0,2.0,16.0,3.0,5.0,7.0,2.0,5.0,2.0,37.0,1.0
150025.0,3.0,1.0,0.0,0.0,2.0,5.0,3.0,5.0,6.0,3.0,5.0,2.0,13.0,1.0
146788.0,4.0,4.0,0.0,0.0,2.0,6.0,3.0,3.0,14.0,1.0,5.0,2.0,37.0,1.0
218903.0,9.0,2.0,0.0,0.0,2.0,12.0,3.0,1.0,13.0,5.0,5.0,1.0,37.0,1.0
284329.0,9.0,3.0,0.0,0.0,2.0,12.0,3.0,7.0,14.0,5.0,5.0,2.0,37.0,1.0
116358.0,10.0,1.0,0.0,3.0,2.0,16.0,3.0,5.0,3.0,4.0,2.0,2.0,28.0,1.0
183611.0,10.0,3.0,1.0,0.0,3.0,16.0,3.0,3.0,12.0,1.0,5.0,2.0,37.0,1.0
175897.0,5.0,3.0,0.0,0.0,0.0,7.0,5.0,3.0,3.0,1.0,5.0,2.0,37.0,1.0
172893.0,10.0,0.0,0.0,0.0,1.0,16.0,3.0,5.0,4.0,4.0,5.0,1.0,37.0,1.0
170148.0,9.0,4.0,0.0,0.0,2.0,12.0,3.0,1.0,3.0,5.0,3.0,2.0,37.0,1.0
566117.0,10.0,1.0,0.0,0.0,2.0,16.0,1.0,1.0,1.0,5.0,5.0,1.0,37.0,1.0
205708.0,10.0,4.0,0.0,0.0,2.0,16.0,3.0,3.0,3.0,1.0,5.0,2.0,29.0,1.0
238831.0,10.0,0.0,0.0,0.0,2.0,16.0,2.0,5.0,11.0,4.0,5.0,2.0,37.0,1.0
371299.0,9.0,3.0,0.0,0.0,1.0,12.0,3.0,5.0,1.0,5.0,5.0,1.0,37.0,1.0
538583.0,7.0,1.0,2.0,0.0,2.0,2.0,3.0,6.0,14.0,2.0,3.0,2.0,37.0,1.0
198124.0,7.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,12.0,4.0,5.0,2.0,37.0,1.0
410034.0,10.0,1.0,0.0,0.0,3.0,16.0,3.0,1.0,12.0,2.0,5.0,2.0,37.0,1.0
129059.0,10.0,0.0,0.0,0.0,1.0,16.0,3.0,5.0,12.0,4.0,3.0,2.0,37.0,1.0
62605.0,9.0,3.0,0.0,0.0,1.0,12.0,3.0,1.0,1.0,2.0,5.0,1.0,37.0,1.0
41493.0,13.0,1.0,0.0,0.0,2.0,10.0,4.0,5.0,5.0,2.0,5.0,1.0,37.0,1.0
270276.0,9.0,1.0,0.0,0.0,2.0,12.0,3.0,5.0,1.0,2.0,5.0,1.0,37.0,1.0
107425.0,14.0,3.0,0.0,0.0,1.0,13.0,3.0,5.0,12.0,2.0,5.0,1.0,37.0,1.0
295612.0,9.0,1.0,0.0,0.0,2.0,12.0,6.0,6.0,1.0,2.0,5.0,1.0,37.0,1.0
275244.0,9.0,0.0,0.0,0.0,1.0,12.0,3.0,5.0,7.0,2.0,3.0,2.0,37.0,1.0
184117.0,13.0,1.0,0.0,0.0,2.0,10.0,3.0,5.0,1.0,4.0,5.0,1.0,37.0,1.0
155190.0,6.0,2.0,0.0,0.0,3.0,1.0,3.0,5.0,3.0,3.0,3.0,2.0,37.0,1.0
103218.0,9.0,2.0,0.0,0.0,2.0,12.0,3.0,1.0,1.0,5.0,3.0,1.0,37.0,1.0
242341.0,4.0,3.0,0.0,0.0,2.0,6.0,5.0,3.0,3.0,1.0,1.0,2.0,37.0,1.0
200153.0,9.0,2.0,0.0,0.0,2.0,12.0,3.0,3.0,3.0,1.0,5.0,2.0,37.0,1.0
208965.0,5.0,1.0,0.0,0.0,2.0,7.0,3.0,5.0,7.0,5.0,4.0,2.0,24.0,1.0
115585.0,10.0,1.0,0.0,0.0,3.0,16.0,2.0,5.0,6.0,2.0,5.0,2.0,37.0,1.0
163101.0,13.0,0.0,0.0,0.0,2.0,10.0,2.0,5.0,10.0,2.0,5.0,2.0,37.0,1.0
374163.0,9.0,0.0,0.0,0.0,2.0,12.0,3.0,4.0,5.0,2.0,4.0,2.0,24.0,1.0
190387.0,9.0,2.0,0.0,0.0,3.0,12.0,5.0,3.0,3.0,1.0,5.0,2.0,37.0,1.0
50282.0,10.0,3.0,1.0,0.0,2.0,16.0,3.0,1.0,7.0,2.0,5.0,2.0,37.0,1.0
85995.0,9.0,2.0,0.0,0.0,2.0,12.0,3.0,3.0,12.0,1.0,5.0,2.0,37.0,1.0
219553.0,14.0,2.0,0.0,0.0,2.0,13.0,6.0,1.0,10.0,2.0,5.0,1.0,37.0,1.0
174209.0,9.0,3.0,0.0,0.0,2.0,12.0,3.0,1.0,4.0,2.0,5.0,2.0,37.0,1.0
29616.0,9.0,1.0,0.0,0.0,4.0,12.0,5.0,5.0,5.0,4.0,5.0,2.0,37.0,1.0
51838.0,10.0,2.0,0.0,0.0,2.0,16.0,3.0,1.0,1.0,5.0,5.0,1.0,37.0,1.0
343079.0,13.0,2.0,0.0,2.0,0.0,10.0,2.0,3.0,10.0,6.0,5.0,1.0,37.0,1.0
67728.0,10.0,1.0,0.0,3.0,2.0,16.0,3.0,3.0,3.0,1.0,5.0,2.0,37.0,1.0
187046.0,7.0,2.0,0.0,0.0,2.0,2.0,3.0,3.0,3.0,1.0,5.0,2.0,37.0,1.0
27382.0,10.0,0.0,0.0,0.0,2.0,16.0,2.0,5.0,1.0,4.0,5.0,2.0,37.0,1.0
115562.0,9.0,2.0,0.0,0.0,2.0,12.0,3.0,1.0,11.0,4.0,5.0,2.0,37.0,1.0
103851.0,7.0,0.0,1.0,0.0,0.0,2.0,3.0,5.0,1.0,4.0,5.0,1.0,37.0,1.0
348728.0,13.0,2.0,0.0,0.0,1.0,10.0,2.0,5.0,10.0,2.0,5.0,1.0,37.0,1.0
32275.0,10.0,0.0,0.0,0.0,2.0,16.0,3.0,3.0,4.0,6.0,4.0,1.0,37.0,1.0
176681.0,9.0,3.0,0.0,0.0,0.0,12.0,3.0,3.0,1.0,1.0,3.0,2.0,37.0,1.0
197384.0,10.0,0.0,0.0,0.0,0.0,16.0,3.0,5.0,8.0,4.0,5.0,1.0,37.0,1.0
402812.0,10.0,1.0,0.0,0.0,3.0,16.0,3.0,3.0,12.0,1.0,5.0,2.0,37.0,1.0
